ID,Estacion,Actividad,Instruccion actual,Estado,Problema,AE relacionado,Correccion,Implementacion
M1-E3-ESP,3,Recorrido espacial interactivo,"Recorre los 8 pasos: recinto, leyenda, trazado, cruce, equipo, control, drenaje y cierre. Contrasta con el listado.",Completa,"La consigna enumeraba componentes, pero no explicitaba la evidencia escrita esperada ni la relación con los tres AE.",AE 1 + AE 2 + AE 3,"Inspecciona todos los componentes del recorrido, relaciónalos y redacta una conclusión técnica. Comienza por el primer paso numerado; gira, acerca y abre cada componente en orden. Todos los componentes inspeccionados y una conclusión que conecte evidencia, decisión y pendiente. Terminas cuando inspeccionaste todos los puntos y la conclusión usa evidencia de los tres AE sin afirmar lo que el escenario no demuestra.",REALIZADA
M1-E4-P01,4,Item evaluativo 1,"Una línea discontinua aparece en la planta de la sala, pero no en la leyenda. ¿Qué decisión permite una revisión fundada?",Completa,"Sin problema crítico de instrucción; se estandariza el inicio, el recurso y el criterio de término para evitar dobles interpretaciones.",M1-AE1,"Analiza el estímulo y selecciona la alternativa mejor sustentada. Lee primero el dato visible y la pregunta completa; descarta opciones que supongan información no entregada. Una alternativa A, B, C o D. El ítem termina al seleccionar una alternativa; la evaluación se entrega al completar los ítems asignados a este módulo.",REALIZADA
M1-E4-P02,4,Item evaluativo 2,Dos unidades interiores aparecen como UI-01 en recintos distintos. ¿Qué decisión permite una revisión fundada?,Completa,"Sin problema crítico de instrucción; se estandariza el inicio, el recurso y el criterio de término para evitar dobles interpretaciones.",M1-AE2,"Analiza el estímulo y selecciona la alternativa mejor sustentada. Lee primero el dato visible y la pregunta completa; descarta opciones que supongan información no entregada. Una alternativa A, B, C o D. El ítem termina al seleccionar una alternativa; la evaluación se entrega al completar los ítems asignados a este módulo.",REALIZADA
M1-E4-P03,4,Item evaluativo 3,Una tubería cruza un conducto en la planta de la góndola refrigerada. ¿Qué decisión permite una revisión fundada?,Completa,"Sin problema crítico de instrucción; se estandariza el inicio, el recurso y el criterio de término para evitar dobles interpretaciones.",M1-AE3,"Analiza el estímulo y selecciona la alternativa mejor sustentada. Lee primero el dato visible y la pregunta completa; descarta opciones que supongan información no entregada. Una alternativa A, B, C o D. El ítem termina al seleccionar una alternativa; la evaluación se entrega al completar los ítems asignados a este módulo.",REALIZADA
M1-E4-P04,4,Item evaluativo 4,La planta es revisión C y el listado de materiales es revisión A. ¿Qué decisión permite una revisión fundada?,Completa,"Sin problema crítico de instrucción; se estandariza el inicio, el recurso y el criterio de término para evitar dobles interpretaciones.",M1-AE1,"Analiza el estímulo y selecciona la alternativa mejor sustentada. Lee primero el dato visible y la pregunta completa; descarta opciones que supongan información no entregada. Una alternativa A, B, C o D. El ítem termina al seleccionar una alternativa; la evaluación se entrega al completar los ítems asignados a este módulo.",REALIZADA
M1-E4-P05,4,Item evaluativo 5,El equipo queda junto a un muro que no aparece en la planta original. ¿Qué decisión permite una revisión fundada?,Completa,"Sin problema crítico de instrucción; se estandariza el inicio, el recurso y el criterio de término para evitar dobles interpretaciones.",M1-AE2,"Analiza el estímulo y selecciona la alternativa mejor sustentada. Lee primero el dato visible y la pregunta completa; descarta opciones que supongan información no entregada. Una alternativa A, B, C o D. El ítem termina al seleccionar una alternativa; la evaluación se entrega al completar los ítems asignados a este módulo.",REALIZADA
M1-ELibre-PRA,Libre,Practica libre,Explorador de escalas,Completa,"La herramienta calculaba en tiempo real, pero no explicitaba un producto del estudiante ni cuándo la práctica podía considerarse cerrada.",AE asociado a la práctica libre,"Modifica los valores, calcula o compara el resultado y explica qué sí permite concluir. Revisa las unidades y límites de cada campo antes de cambiar el primer valor. Resultado calculado y una interpretación limitada a los datos del ejercicio. Terminas cuando todos los valores son válidos, el resultado muestra unidad y puedes explicar su alcance y límite.",REALIZADA
M1-E5-RET,5,Retroalimentacion y cierre,Ruta de retroalimentación y cierre.,Completa,Las etapas de cierre no compartían un contrato único que indicara producto y criterio de término.,AE 1 + AE 2 + AE 3,"Analiza tus resultados, identifica una fortaleza y una necesidad, y define una acción de mejora verificable. Comienza por el resultado general; abre después cada corrección y contrástala con tu respuesta. Una reflexión sobre el logro y una acción de mejora que indique recurso, plazo y forma de comprobación. Terminas cuando identificas una fortaleza, una necesidad y un próximo paso que puedes comprobar.",REALIZADA
M2-E1-CTX,1,Contextualizacion,¿Qué información debe acompañar una lectura para que otra persona pueda interpretarla?,Completa,Las instrucciones estaban repartidas en varios bloques; el estudiante debía reconstruir por sí mismo el producto final y el criterio de término.,M2-AE1,"Observa el caso, distingue datos de suposiciones y anticipa qué debes verificar. Lee el caso profesional, abre todos los puntos del escenario y anota primero solo lo que puedes observar. Tres observaciones breves y una respuesta final que incluya un elemento reconocido, una revisión necesaria y un dato faltante. Terminas cuando abriste todos los puntos y tu respuesta final identifica un dato, una revisión y una información pendiente.",REALIZADA
M2-E2-AE1-1,2,"Utiliza instrumentos de medición y verificación de distintos parámetros, de acuerdo a las indicaciones establecidas desde fábrica, considerando técnicas apropiadas y normas de seguridad necesarias para el uso del instrumento.","Explora el escenario y abre cada punto. ¿Qué información aporta cada uno al aprendizaje Utiliza instrumentos de medición y verificación de distintos parámetros, de acuerdo a las indicaciones establecidas desde fábrica, considerando técnicas apropiadas y normas de seguridad necesarias para el uso del instrumento.?",Completa,"La consigna indica la acción principal, pero no reúne en un solo lugar el recurso, la evidencia esperada y el criterio de término.",M2-AE1,"Localiza y abre todos los puntos señalados; luego explica qué información aporta cada uno. Comienza por el recinto o elemento principal y continúa punto por punto sin inferir datos que la imagen no muestra. Todos los puntos inspeccionados y una explicación escrita basada en un dato visible. Terminas cuando abriste todos los puntos y tu explicación identifica un dato, su significado y un límite de la evidencia.",REALIZADA
M2-E2-AE1-2,2,"Utiliza instrumentos de medición y verificación de distintos parámetros, de acuerdo a las indicaciones establecidas desde fábrica, considerando técnicas apropiadas y normas de seguridad necesarias para el uso del instrumento.",Relaciona cada concepto con su significado en este módulo.,Completa,"La consigna indica la acción principal, pero no reúne en un solo lugar el recurso, la evidencia esperada y el criterio de término.",M2-AE1,"Relaciona cada concepto con su significado técnico y justifica una de las relaciones. Lee primero todos los conceptos y significados; después forma las parejas usando función, unidad o documento de respaldo. Todas las parejas correctas y una justificación escrita con vocabulario técnico. Terminas cuando no quedan tarjetas sin pareja y explicas por qué una relación es válida.",REALIZADA
M2-E2-AE1-3,2,"Utiliza instrumentos de medición y verificación de distintos parámetros, de acuerdo a las indicaciones establecidas desde fábrica, considerando técnicas apropiadas y normas de seguridad necesarias para el uso del instrumento.",Ordena el procedimiento de revisión. Arrastra o usa las flechas.,Completa,"La consigna indica la acción principal, pero no reúne en un solo lugar el recurso, la evidencia esperada y el criterio de término.",M2-AE1,Ordena el procedimiento y explica qué riesgo evita el orden elegido. Identifica el paso que prepara el trabajo y el que verifica el resultado; ubica después los pasos intermedios. Secuencia completa y una justificación escrita del orden. Terminas cuando todos los pasos están ordenados y justificas el orden con una consecuencia técnica o de seguridad.,REALIZADA
M2-E2-AE1-4,2,"Utiliza instrumentos de medición y verificación de distintos parámetros, de acuerdo a las indicaciones establecidas desde fábrica, considerando técnicas apropiadas y normas de seguridad necesarias para el uso del instrumento.","El registro muestra 25 sin unidad, punto ni instrumento. ¿Qué harías?",Completa,"La consigna indica la acción principal, pero no reúne en un solo lugar el recurso, la evidencia esperada y el criterio de término.",M2-AE1,"Analiza la evidencia, selecciona la decisión profesional mejor fundamentada y justifícala. Identifica primero qué dato está disponible, qué falta y qué documento permitiría verificarlo. Una alternativa y una justificación escrita que cite un dato o documento. Terminas cuando seleccionas una alternativa y explicas por qué es válida sin agregar información no disponible.",REALIZADA
M2-E2-AE1-5,2,"Utiliza instrumentos de medición y verificación de distintos parámetros, de acuerdo a las indicaciones establecidas desde fábrica, considerando técnicas apropiadas y normas de seguridad necesarias para el uso del instrumento.","Diseña tres comprobaciones previas a interpretar una lectura: magnitud, intervalo y condición del instrumento. Explica cada una.",Completa,"La consigna indica la acción principal, pero no reúne en un solo lugar el recurso, la evidencia esperada y el criterio de término.",M2-AE1,"Analiza la evidencia, selecciona la decisión profesional mejor fundamentada y justifícala. Identifica primero qué dato está disponible, qué falta y qué documento permitiría verificarlo. Una alternativa y una justificación escrita que cite un dato o documento. Terminas cuando seleccionas una alternativa y explicas por qué es válida sin agregar información no disponible.",REALIZADA
M2-E2-AE1-6,2,"Utiliza instrumentos de medición y verificación de distintos parámetros, de acuerdo a las indicaciones establecidas desde fábrica, considerando técnicas apropiadas y normas de seguridad necesarias para el uso del instrumento.",Revisa tu selección. Describe una confusión entre resolución e intervalo y cómo la evitarías.,Completa,"La consigna indica la acción principal, pero no reúne en un solo lugar el recurso, la evidencia esperada y el criterio de término.",M2-AE1,"Revisa tu evidencia, identifica un error posible y propone una mejora verificable. Recupera la decisión de la etapa anterior y compárala con el criterio del AE. Una reflexión que nombre evidencia, error o límite, acción de mejora y forma de comprobarla. Terminas cuando la mejora puede ejecutarse y verificarse con una evidencia concreta.",REALIZADA
M2-E2-AE2-1,2,"Verifica parámetros medidos por los instrumentos, comparándolos con datos de manuales de fabricación de los equipos, para determinar posibles ajustes que deben realizarse a equipos dentro del sistema de refrigeración.",Clasifica cada elemento según su función en el proyecto simulado.,Completa,"La consigna indica la acción principal, pero no reúne en un solo lugar el recurso, la evidencia esperada y el criterio de término.",M2-AE2,"Clasifica cada elemento en la categoría que corresponde y fundamenta una clasificación. Lee las categorías y decide qué función, dato o documento distingue a cada elemento. Todos los elementos clasificados y una justificación escrita. Terminas cuando cada elemento pertenece a una categoría y explicas el criterio usado.",REALIZADA
M2-E2-AE2-2,2,"Verifica parámetros medidos por los instrumentos, comparándolos con datos de manuales de fabricación de los equipos, para determinar posibles ajustes que deben realizarse a equipos dentro del sistema de refrigeración.",Explica por qué comparar una lectura de impulsión con otra de retorno requiere identificar ambos puntos.,Completa,"La consigna indica la acción principal, pero no reúne en un solo lugar el recurso, la evidencia esperada y el criterio de término.",M2-AE2,"Analiza la evidencia, selecciona la decisión profesional mejor fundamentada y justifícala. Identifica primero qué dato está disponible, qué falta y qué documento permitiría verificarlo. Una alternativa y una justificación escrita que cite un dato o documento. Terminas cuando seleccionas una alternativa y explicas por qué es válida sin agregar información no disponible.",REALIZADA
M2-E2-AE2-3,2,"Verifica parámetros medidos por los instrumentos, comparándolos con datos de manuales de fabricación de los equipos, para determinar posibles ajustes que deben realizarse a equipos dentro del sistema de refrigeración.",Marca las comprobaciones mínimas antes de interpretar el caso.,Completa,"La consigna indica la acción principal, pero no reúne en un solo lugar el recurso, la evidencia esperada y el criterio de término.",M2-AE2,"Selecciona las comprobaciones necesarias y explica cuál realizarías primero. Distingue entre datos verificados, datos faltantes y suposiciones antes de marcar. Selección completa y una explicación escrita de la prioridad. Terminas cuando marcas todas las comprobaciones pertinentes y justificas la primera acción.",REALIZADA
M2-E2-AE2-4,2,"Verifica parámetros medidos por los instrumentos, comparándolos con datos de manuales de fabricación de los equipos, para determinar posibles ajustes que deben realizarse a equipos dentro del sistema de refrigeración.",Una lectura de 21 °C cambia a 27 °C después de mover el sensor. ¿Cómo distinguirías un cambio de ubicación de una variación temporal?,Completa,"La consigna indica la acción principal, pero no reúne en un solo lugar el recurso, la evidencia esperada y el criterio de término.",M2-AE2,"Analiza la evidencia, selecciona la decisión profesional mejor fundamentada y justifícala. Identifica primero qué dato está disponible, qué falta y qué documento permitiría verificarlo. Una alternativa y una justificación escrita que cite un dato o documento. Terminas cuando seleccionas una alternativa y explicas por qué es válida sin agregar información no disponible.",REALIZADA
M2-E2-AE2-5,2,"Verifica parámetros medidos por los instrumentos, comparándolos con datos de manuales de fabricación de los equipos, para determinar posibles ajustes que deben realizarse a equipos dentro del sistema de refrigeración.","Con 18,0; 18,2 y 18,1 °C, calcula promedio y amplitud. Explica cómo revisarías un cuarto dato de 28,1 °C sin borrarlo.",Completa,"La consigna indica la acción principal, pero no reúne en un solo lugar el recurso, la evidencia esperada y el criterio de término.",M2-AE2,"Analiza la evidencia, selecciona la decisión profesional mejor fundamentada y justifícala. Identifica primero qué dato está disponible, qué falta y qué documento permitiría verificarlo. Una alternativa y una justificación escrita que cite un dato o documento. Terminas cuando seleccionas una alternativa y explicas por qué es válida sin agregar información no disponible.",REALIZADA
M2-E2-AE2-6,2,"Verifica parámetros medidos por los instrumentos, comparándolos con datos de manuales de fabricación de los equipos, para determinar posibles ajustes que deben realizarse a equipos dentro del sistema de refrigeración.",Propón una mejora al registro que permita a otra persona interpretar tus datos sin tener que preguntarte cómo se obtuvieron.,Completa,"La consigna indica la acción principal, pero no reúne en un solo lugar el recurso, la evidencia esperada y el criterio de término.",M2-AE2,"Revisa tu evidencia, identifica un error posible y propone una mejora verificable. Recupera la decisión de la etapa anterior y compárala con el criterio del AE. Una reflexión que nombre evidencia, error o límite, acción de mejora y forma de comprobarla. Terminas cuando la mejora puede ejecutarse y verificarse con una evidencia concreta.",REALIZADA
M2-E2-AE3-1,2,"Registra valores obtenidos de la lectura de instrumentos para elaborar informes de resultados, de acuerdo a pautas entregadas.",Lee la orden de trabajo. ¿Qué decisión permite seguir con evidencia?,Completa,"La consigna indica la acción principal, pero no reúne en un solo lugar el recurso, la evidencia esperada y el criterio de término.",M2-AE3,"Analiza la evidencia, selecciona la decisión profesional mejor fundamentada y justifícala. Identifica primero qué dato está disponible, qué falta y qué documento permitiría verificarlo. Una alternativa y una justificación escrita que cite un dato o documento. Terminas cuando seleccionas una alternativa y explicas por qué es válida sin agregar información no disponible.",REALIZADA
M2-E2-AE3-2,2,"Registra valores obtenidos de la lectura de instrumentos para elaborar informes de resultados, de acuerdo a pautas entregadas.",Interpreta la tabla. ¿Qué límite tiene la información?,Completa,"La consigna indica la acción principal, pero no reúne en un solo lugar el recurso, la evidencia esperada y el criterio de término.",M2-AE3,"Analiza la evidencia, selecciona la decisión profesional mejor fundamentada y justifícala. Identifica primero qué dato está disponible, qué falta y qué documento permitiría verificarlo. Una alternativa y una justificación escrita que cite un dato o documento. Terminas cuando seleccionas una alternativa y explicas por qué es válida sin agregar información no disponible.",REALIZADA
M2-E2-AE3-3,2,"Registra valores obtenidos de la lectura de instrumentos para elaborar informes de resultados, de acuerdo a pautas entregadas.","Relaciona un valor de 17,5 °C con un intervalo ficticio inclusivo de 18 a 22 °C. Redacta una observación limitada a esos datos.",Completa,"La consigna indica la acción principal, pero no reúne en un solo lugar el recurso, la evidencia esperada y el criterio de término.",M2-AE3,"Analiza la evidencia, selecciona la decisión profesional mejor fundamentada y justifícala. Identifica primero qué dato está disponible, qué falta y qué documento permitiría verificarlo. Una alternativa y una justificación escrita que cite un dato o documento. Terminas cuando seleccionas una alternativa y explicas por qué es válida sin agregar información no disponible.",REALIZADA
M2-E2-AE3-4,2,"Registra valores obtenidos de la lectura de instrumentos para elaborar informes de resultados, de acuerdo a pautas entregadas.",El docente no entrega criterio de aceptación. Decide cómo informarías el resultado y qué dato pedirías.,Completa,"La consigna indica la acción principal, pero no reúne en un solo lugar el recurso, la evidencia esperada y el criterio de término.",M2-AE3,"Analiza la evidencia, selecciona la decisión profesional mejor fundamentada y justifícala. Identifica primero qué dato está disponible, qué falta y qué documento permitiría verificarlo. Una alternativa y una justificación escrita que cite un dato o documento. Terminas cuando seleccionas una alternativa y explicas por qué es válida sin agregar información no disponible.",REALIZADA
M2-E2-AE3-5,2,"Registra valores obtenidos de la lectura de instrumentos para elaborar informes de resultados, de acuerdo a pautas entregadas.","Revisa un informe con fecha, punto, instrumento, resultado y criterio. Añade una limitación que debería declararse.",Completa,"La consigna indica la acción principal, pero no reúne en un solo lugar el recurso, la evidencia esperada y el criterio de término.",M2-AE3,"Analiza la evidencia, selecciona la decisión profesional mejor fundamentada y justifícala. Identifica primero qué dato está disponible, qué falta y qué documento permitiría verificarlo. Una alternativa y una justificación escrita que cite un dato o documento. Terminas cuando seleccionas una alternativa y explicas por qué es válida sin agregar información no disponible.",REALIZADA
M2-E2-AE3-6,2,"Registra valores obtenidos de la lectura de instrumentos para elaborar informes de resultados, de acuerdo a pautas entregadas.",Escribe una conclusión breve y una acción de mejora para que tu informe pueda ser revisado por otra persona.,Completa,"La consigna indica la acción principal, pero no reúne en un solo lugar el recurso, la evidencia esperada y el criterio de término.",M2-AE3,"Revisa tu evidencia, identifica un error posible y propone una mejora verificable. Recupera la decisión de la etapa anterior y compárala con el criterio del AE. Una reflexión que nombre evidencia, error o límite, acción de mejora y forma de comprobarla. Terminas cuando la mejora puede ejecutarse y verificarse con una evidencia concreta.",REALIZADA
M2-E3-F01,3,Observación anotada,"Marca visor, unidad y punto de medición en la foto del instrumento.",Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M2-AE1,Identifica y marca las zonas solicitadas en la imagen. Abre la imagen y comienza por la etiqueta o punto de referencia principal. Los puntos correctos marcados y una nota con el dato observado. Terminas cuando todos los puntos solicitados están marcados y la nota cita un dato visible.,REALIZADA
M2-E3-F02,3,Recorrido espacial interactivo,"Acerca TERM-01, la ficha y el registro. Entra a cada evidencia.",Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M2-AE2,"Recorre la representación espacial y examina los componentes indicados. Gira la vista, acércate al primer componente y abre cada punto. Al menos tres componentes inspeccionados y una conclusión breve. Terminas cuando inspeccionaste los componentes requeridos y relacionaste dos datos.",REALIZADA
M2-E3-F03,3,Secuencia en video,Secuencia: identificar magnitud → intervalo → leer visor → registrar con unidad.,Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M2-AE3,"Identifica un paso del procedimiento y registra el dato técnico que lo sustenta. Mira la secuencia una vez; luego vuelve al momento en que aparece el paso elegido. Un paso seleccionado y un dato visible del video. Terminas cuando registraste un paso y un dato, sin resumir todo el video.",REALIZADA
M2-E3-F04,3,Lectura de oficio,"El visor muestra 21,2 °C. Extrae valor, unidad y punto. No completes lo que no está.",Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M2-AE1,"Extrae el dato solicitado y conserva su unidad, etiqueta o revisión. Ubica el campo nombrado antes de copiar el valor. Dato transcrito con su unidad o referencia. Terminas cuando el dato puede rastrearse al recurso y no agregaste información supuesta.",REALIZADA
M2-E3-F05,3,Procedimiento,Ordena el protocolo de medición del fabricante antes de interpretar.,Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M2-AE2,Ordena los pasos del procedimiento y verifica su secuencia. Ubica primero la preparación y al final la comprobación. Secuencia completa en el orden técnico esperado. Terminas cuando todos los pasos están ubicados y la verificación queda al cierre.,REALIZADA
M2-E3-F06,3,Cubicación,"Convierte 80 cm y 0,8 m a la misma unidad. Es la misma longitud.",Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M2-AE3,Calcula el resultado solicitado usando una sola unidad. Convierte primero todas las medidas a la misma unidad y después opera. Cálculo y resultado con unidad. Terminas cuando el valor y la unidad son correctos y el cálculo usa solo los datos entregados.,REALIZADA
M2-E3-F07,3,Variación de contexto,"Misma sala, 14:00 en Antofagasta. El visor subió 3 °C. ¿Cambia el criterio o el contexto?",Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M2-AE1,"Analiza la situación y registra una respuesta técnica basada en evidencia. Identifica el dato disponible y el dato que falta antes de responder. Respuesta breve con dato, decisión y pendiente. Terminas cuando la respuesta cita evidencia y distingue datos de suposiciones.",REALIZADA
M2-E3-F08,3,Antes / después,Antes: fila “25” sin unidad. Después: la fila queda marcada como incompleta.,Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M2-AE2,"Analiza la situación y registra una respuesta técnica basada en evidencia. Identifica el dato disponible y el dato que falta antes de responder. Respuesta breve con dato, decisión y pendiente. Terminas cuando la respuesta cita evidencia y distingue datos de suposiciones.",REALIZADA
M2-E3-F09,3,Trabajo del error,"Se borró el 28,1 °C para “arreglar” el promedio. Reconstruye el descuido.",Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M2-AE3,"Analiza la situación y registra una respuesta técnica basada en evidencia. Identifica el dato disponible y el dato que falta antes de responder. Respuesta breve con dato, decisión y pendiente. Terminas cuando la respuesta cita evidencia y distingue datos de suposiciones.",REALIZADA
M2-E3-F10,3,Argumentación breve,"Dile al cliente, en dos frases, por qué 25 sin unidad no es una lectura.",Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M2-AE1,"Analiza la situación y registra una respuesta técnica basada en evidencia. Identifica el dato disponible y el dato que falta antes de responder. Respuesta breve con dato, decisión y pendiente. Terminas cuando la respuesta cita evidencia y distingue datos de suposiciones.",REALIZADA
M2-E3-F11,3,Términos pareados de oficio,Une lectura–falla: 25 sin unidad; intervalo 50–150 °C–valor esperado 15 °C.,Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M2-AE2,"Relaciona cada elemento con su función, dato o proceso. Lee todas las opciones antes de formar la primera pareja. Todas las parejas completadas. Terminas cuando no quedan elementos sin relacionar y cada pareja responde al recurso.",REALIZADA
M2-E3-F12,3,Bitácora de turno,"Bitácora de laboratorio: instrumento, punto, valor, unidad, pendiente.",Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M2-AE3,"Analiza la situación y registra una respuesta técnica basada en evidencia. Identifica el dato disponible y el dato que falta antes de responder. Respuesta breve con dato, decisión y pendiente. Terminas cuando la respuesta cita evidencia y distingue datos de suposiciones.",REALIZADA
M2-E3-F13,3,Consulta acotada al Agente,Una pregunta. El Agente te devolverá otra.,Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M2-AE1,"Analiza la situación y registra una respuesta técnica basada en evidencia. Identifica el dato disponible y el dato que falta antes de responder. Respuesta breve con dato, decisión y pendiente. Terminas cuando la respuesta cita evidencia y distingue datos de suposiciones.",REALIZADA
M2-E3-F14,3,Integración 3D,"En la mesa 3D aplica los tres AE: usar, verificar e informar.",Completa,"La consigna original contiene un verbo observable, pero no explicita en conjunto el recurso, el producto y la condición de logro.",M2-AE2,"Integra los tres AE al inspeccionar y explicar el recorrido. Recorre los componentes en orden de preparación, ejecución y verificación. Componentes inspeccionados y conclusión que conecte los tres AE. Terminas cuando la conclusión usa evidencia de los tres AE y declara lo pendiente.",REALIZADA
M2-E2-ENC001,2,"Protocolo TERM-01: magnitud, intervalo, punto","Protocolo TERM-01: magnitud, intervalo, punto. Producto pedido: Ficha de uso antes de leer el visor. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M2-AE1,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Ficha de uso antes de leer el visor. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M2-E2-ENC002,2,Protocolo manómetro: unidad e intervalo 50–150,"Protocolo manómetro: unidad e intervalo 50–150. Producto pedido: Por qué 15 °C no se lee en ese instrumento. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M2-AE1,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Por qué 15 °C no se lee en ese instrumento. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M2-E2-ENC003,2,"Protocolo visor 4,0 °C cadena de frío","Protocolo visor 4,0 °C cadena de frío. Producto pedido: Valor + unidad + punto de medición. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M2-AE1,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Valor + unidad + punto de medición. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M2-E2-ENC004,2,"Protocolo visor 21,2 °C sala","Protocolo visor 21,2 °C sala. Producto pedido: Copia del dato del visor, no interpretado. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M2-AE1,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Copia del dato del visor, no interpretado. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M2-E3-ENC005,3,Protocolo comparación de dos instrumentos,"Protocolo comparación de dos instrumentos. Producto pedido: Cuál sirve para qué intervalo. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M2-AE1,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Cuál sirve para qué intervalo. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M2-E3-ENC006,3,Protocolo verificación contra ficha del fabricante,"Protocolo verificación contra ficha del fabricante. Producto pedido: Intervalo vs valor esperado. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M2-AE2,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Intervalo vs valor esperado. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M2-E2-ENC007,2,"Bitácora lab: serie 19,8 / 20,0 / 20,2 °C","Bitácora lab: serie 19,8 / 20,0 / 20,2 °C. Producto pedido: Fila completa por lectura. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M2-AE3,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Fila completa por lectura. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
