ID,Recurso,Tipo,AE,Proposito,Accion estudiante,Valor pedagogico,Exactitud,Accesibilidad,Decision,Correccion,Estado final
M2-MED-001,oficio-visor-21c.png?v=3,foto,Observar el escenario del AE con hotspots ligados a criterio,E1 Contextualización · explorar,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-002,oficio-visor-21c.png?v=3,3d,"Utiliza instrumentos de medición y verificación de distintos parámetros, de acuerdo a las indicaciones establecidas desde fábrica, considerando técnicas apropiadas y normas de seguridad necesarias para el uso del instrumento.",E2 AE1 etapa 1 (hotspot),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MODIFICAR,Rotular como recorrido espacial interactivo y declarar que no es un modelo 3D completo.,REALIZADA
M2-MED-003,oficio-visor-21c.png?v=3,foto,"Utiliza instrumentos de medición y verificación de distintos parámetros, de acuerdo a las indicaciones establecidas desde fábrica, considerando técnicas apropiadas y normas de seguridad necesarias para el uso del instrumento.",E2 AE1 etapa 2 (match),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-004,oficio-visor-21c.png?v=3,foto,"Utiliza instrumentos de medición y verificación de distintos parámetros, de acuerdo a las indicaciones establecidas desde fábrica, considerando técnicas apropiadas y normas de seguridad necesarias para el uso del instrumento.",E2 AE1 etapa 3 (order),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-005,oficio-visor-25.png?v=3,foto,"Utiliza instrumentos de medición y verificación de distintos parámetros, de acuerdo a las indicaciones establecidas desde fábrica, considerando técnicas apropiadas y normas de seguridad necesarias para el uso del instrumento.",E2 AE1 etapa 4 (choice),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-006,oficio-intervalo.png?v=3,foto,"Utiliza instrumentos de medición y verificación de distintos parámetros, de acuerdo a las indicaciones establecidas desde fábrica, considerando técnicas apropiadas y normas de seguridad necesarias para el uso del instrumento.",E2 AE1 etapa 5 (choice),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-007,oficio-intervalo.png?v=3,foto,"Utiliza instrumentos de medición y verificación de distintos parámetros, de acuerdo a las indicaciones establecidas desde fábrica, considerando técnicas apropiadas y normas de seguridad necesarias para el uso del instrumento.",E2 AE1 etapa 6 (reflect),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-008,oficio-equipo-ctrl.png?v=3,foto,"Verifica parámetros medidos por los instrumentos, comparándolos con datos de manuales de fabricación de los equipos, para determinar posibles ajustes que deben realizarse a equipos dentro del sistema de refrigeración.",E2 AE2 etapa 1 (classify),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-009,oficio-equipo-ctrl.png?v=3,foto,"Verifica parámetros medidos por los instrumentos, comparándolos con datos de manuales de fabricación de los equipos, para determinar posibles ajustes que deben realizarse a equipos dentro del sistema de refrigeración.",E2 AE2 etapa 2 (choice),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-010,oficio-equipo-ctrl.png?v=3,foto,"Verifica parámetros medidos por los instrumentos, comparándolos con datos de manuales de fabricación de los equipos, para determinar posibles ajustes que deben realizarse a equipos dentro del sistema de refrigeración.",E2 AE2 etapa 3 (checklist),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-011,oficio-equipo-ctrl.png?v=3,foto,"Verifica parámetros medidos por los instrumentos, comparándolos con datos de manuales de fabricación de los equipos, para determinar posibles ajustes que deben realizarse a equipos dentro del sistema de refrigeración.",E2 AE2 etapa 4 (choice),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-012,oficio-visor-21c.png?v=3,foto,"Verifica parámetros medidos por los instrumentos, comparándolos con datos de manuales de fabricación de los equipos, para determinar posibles ajustes que deben realizarse a equipos dentro del sistema de refrigeración.",E2 AE2 etapa 5 (choice),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-013,oficio-equipo-ctrl.png?v=3,foto,"Verifica parámetros medidos por los instrumentos, comparándolos con datos de manuales de fabricación de los equipos, para determinar posibles ajustes que deben realizarse a equipos dentro del sistema de refrigeración.",E2 AE2 etapa 6 (reflect),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-014,oficio-visor-21c.png?v=3,foto,"Registra valores obtenidos de la lectura de instrumentos para elaborar informes de resultados, de acuerdo a pautas entregadas.",E2 AE3 etapa 1 (choice),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-015,oficio-visor-21c.png?v=3,foto,"Registra valores obtenidos de la lectura de instrumentos para elaborar informes de resultados, de acuerdo a pautas entregadas.",E2 AE3 etapa 2 (choice),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-016,oficio-intervalo.png?v=3,foto,"Registra valores obtenidos de la lectura de instrumentos para elaborar informes de resultados, de acuerdo a pautas entregadas.",E2 AE3 etapa 3 (choice),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-017,oficio-visor-21c.png?v=3,foto,"Registra valores obtenidos de la lectura de instrumentos para elaborar informes de resultados, de acuerdo a pautas entregadas.",E2 AE3 etapa 4 (choice),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-018,oficio-visor-21c.png?v=3,foto,"Registra valores obtenidos de la lectura de instrumentos para elaborar informes de resultados, de acuerdo a pautas entregadas.",E2 AE3 etapa 5 (choice),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-019,oficio-visor-21c.png?v=3,foto,"Registra valores obtenidos de la lectura de instrumentos para elaborar informes de resultados, de acuerdo a pautas entregadas.",E2 AE3 etapa 6 (reflect),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-020,oficio-visor-25.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 1,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-021,oficio-intervalo.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 2,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-022,oficio-visor-21c.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 3,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-023,oficio-visor-21c.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 4,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-024,oficio-visor-21c.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 5,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-025,oficio-visor-21c.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 6,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-026,oficio-visor-21c.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 7,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-027,oficio-visor-21c.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 8,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-028,oficio-visor-21c.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 9,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-029,oficio-visor-21c.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 10,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-030,oficio-visor-21c.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 11,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-031,oficio-visor-21c.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 12,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-032,oficio-visor-21c.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 13,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-033,oficio-visor-21c.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 14,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-034,oficio-visor-21c.png?v=3,foto,Decidir en la situación con evidencia visible,E3 Situación 15,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-035,oficio-visor-21c.png?v=3,3d-procedure,"Recorrer el procedimiento (armar, instalar, diagnosticar) en el equipo",E3 Situación final 3D,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MODIFICAR,Rotular como recorrido espacial interactivo y declarar que no es un modelo 3D completo.,REALIZADA
M2-MED-036,oficio-visor-25.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 1,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-037,oficio-intervalo.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 2,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-038,oficio-visor-21c.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 3,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-039,oficio-visor-21c.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 4,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-040,oficio-visor-21c.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 5,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-041,oficio-visor-21c.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 6,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-042,oficio-visor-21c.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 7,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-043,oficio-visor-21c.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 8,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-044,oficio-visor-21c.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 9,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-045,oficio-visor-21c.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 10,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-046,oficio-visor-21c.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 11,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-047,oficio-visor-21c.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 12,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-048,oficio-visor-21c.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 13,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-049,oficio-visor-21c.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 14,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-050,oficio-visor-21c.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 15,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-051,oficio-visor-21c.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 16,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-052,oficio-visor-21c.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 17,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-053,oficio-visor-21c.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 18,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-054,oficio-visor-21c.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 19,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-055,oficio-visor-21c.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 20,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-056,oficio-intervalo.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 21,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-057,oficio-visor-21c.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 22,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-058,oficio-visor-21c.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 23,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-059,oficio-visor-21c.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 24,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-060,oficio-visor-21c.png?v=3,foto,Imagen real del estímulo; el dato se lee en la figura,E4 Ítem 25,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M2-MED-061,oficio-visor-21c.png?v=3,foto,Frame del error en cada pregunta incorrecta,E5 Retroalimentación,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M3-MED-001,oficio-tramos.png?v=3,foto,Observar el escenario del AE con hotspots ligados a criterio,E1 Contextualización · explorar,"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M3-MED-002,oficio-tramos.png?v=3,3d,"Realiza unión de diferentes tipos de materiales, utilizando soldaduras autorizadas por la normativa y considerando las técnicas establecidas desde fábrica, la normativa técnica y de seguridad.",E2 AE1 etapa 1 (hotspot),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MODIFICAR,Rotular como recorrido espacial interactivo y declarar que no es un modelo 3D completo.,REALIZADA
M3-MED-003,oficio-tramos.png?v=3,foto,"Realiza unión de diferentes tipos de materiales, utilizando soldaduras autorizadas por la normativa y considerando las técnicas establecidas desde fábrica, la normativa técnica y de seguridad.",E2 AE1 etapa 2 (match),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
M3-MED-004,oficio-tramos.png?v=3,foto,"Realiza unión de diferentes tipos de materiales, utilizando soldaduras autorizadas por la normativa y considerando las técnicas establecidas desde fábrica, la normativa técnica y de seguridad.",E2 AE1 etapa 3 (order),"Observar datos visibles, transformarlos en una respuesta y declarar el limite de la evidencia.",Pertinente,Caso simulado; no acredita conformidad tecnica.,"Texto alternativo, leyenda neutral, foco y control por teclado.",MANTENER,"Conservar con consigna, texto alternativo, leyenda y evidencia vinculada al AE.",REALIZADA
