curso,modulo,id_modulo,tipo,numero,criterio,fuente_curricular,afirmacion_respaldada,alcance,fuente_normativa,trazable
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,questions,1,"Registra en forma digital o manual la información relativa al control de salud de las personas bajo su cuidado, según las normas vigentes.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Registra en forma digital o manual la información relativa al control de salud de las personas bajo su cuidado, según las normas vigentes.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,questions,2,"Registra la información relativa a los procedimientos administrativos de ingreso, permanencia y egreso de sus pacientes.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Registra la información relativa a los procedimientos administrativos de ingreso, permanencia y egreso de sus pacientes.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,questions,3,"Usa las TIC en los procesos administrativos para la admisión y el egreso de pacientes, de acuerdo a las normas establecidas.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Usa las TIC en los procesos administrativos para la admisión y el egreso de pacientes, de acuerdo a las normas establecidas.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,questions,4,"Registra en forma digital o manual la información relativa al control de salud de las personas bajo su cuidado, según las normas vigentes.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Registra en forma digital o manual la información relativa al control de salud de las personas bajo su cuidado, según las normas vigentes.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,questions,5,"Registra la información relativa a los procedimientos administrativos de ingreso, permanencia y egreso de sus pacientes.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Registra la información relativa a los procedimientos administrativos de ingreso, permanencia y egreso de sus pacientes.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,questions,6,"Usa las TIC en los procesos administrativos para la admisión y el egreso de pacientes, de acuerdo a las normas establecidas.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Usa las TIC en los procesos administrativos para la admisión y el egreso de pacientes, de acuerdo a las normas establecidas.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,questions,7,"Registra en forma digital o manual la información relativa al control de salud de las personas bajo su cuidado, según las normas vigentes.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Registra en forma digital o manual la información relativa al control de salud de las personas bajo su cuidado, según las normas vigentes.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,questions,8,"Registra la información relativa a los procedimientos administrativos de ingreso, permanencia y egreso de sus pacientes.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Registra la información relativa a los procedimientos administrativos de ingreso, permanencia y egreso de sus pacientes.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,questions,9,"Usa las TIC en los procesos administrativos para la admisión y el egreso de pacientes, de acuerdo a las normas establecidas.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Usa las TIC en los procesos administrativos para la admisión y el egreso de pacientes, de acuerdo a las normas establecidas.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,questions,10,"Registra en forma digital o manual la información relativa al control de salud de las personas bajo su cuidado, según las normas vigentes.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Registra en forma digital o manual la información relativa al control de salud de las personas bajo su cuidado, según las normas vigentes.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,questions,11,"Registra la información relativa a los procedimientos administrativos de ingreso, permanencia y egreso de sus pacientes.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Registra la información relativa a los procedimientos administrativos de ingreso, permanencia y egreso de sus pacientes.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,questions,12,"Usa las TIC en los procesos administrativos para la admisión y el egreso de pacientes, de acuerdo a las normas establecidas.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Usa las TIC en los procesos administrativos para la admisión y el egreso de pacientes, de acuerdo a las normas establecidas.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,questions,13,"Registra en forma digital o manual la información relativa al control de salud de las personas bajo su cuidado, según las normas vigentes.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Registra en forma digital o manual la información relativa al control de salud de las personas bajo su cuidado, según las normas vigentes.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,questions,14,"Registra la información relativa a los procedimientos administrativos de ingreso, permanencia y egreso de sus pacientes.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Registra la información relativa a los procedimientos administrativos de ingreso, permanencia y egreso de sus pacientes.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,questions,15,"Usa las TIC en los procesos administrativos para la admisión y el egreso de pacientes, de acuerdo a las normas establecidas.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Usa las TIC en los procesos administrativos para la admisión y el egreso de pacientes, de acuerdo a las normas establecidas.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,questions,16,"Registra en forma digital o manual la información relativa al control de salud de las personas bajo su cuidado, según las normas vigentes.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Registra en forma digital o manual la información relativa al control de salud de las personas bajo su cuidado, según las normas vigentes.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,questions,17,"Registra la información relativa a los procedimientos administrativos de ingreso, permanencia y egreso de sus pacientes.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Registra la información relativa a los procedimientos administrativos de ingreso, permanencia y egreso de sus pacientes.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,questions,18,"Usa las TIC en los procesos administrativos para la admisión y el egreso de pacientes, de acuerdo a las normas establecidas.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Usa las TIC en los procesos administrativos para la admisión y el egreso de pacientes, de acuerdo a las normas establecidas.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,questions,19,"Registra en forma digital o manual la información relativa al control de salud de las personas bajo su cuidado, según las normas vigentes.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Registra en forma digital o manual la información relativa al control de salud de las personas bajo su cuidado, según las normas vigentes.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,questions,20,"Registra la información relativa a los procedimientos administrativos de ingreso, permanencia y egreso de sus pacientes.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Registra la información relativa a los procedimientos administrativos de ingreso, permanencia y egreso de sus pacientes.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,questions,21,"Usa las TIC en los procesos administrativos para la admisión y el egreso de pacientes, de acuerdo a las normas establecidas.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Usa las TIC en los procesos administrativos para la admisión y el egreso de pacientes, de acuerdo a las normas establecidas.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,questions,22,"Registra en forma digital o manual la información relativa al control de salud de las personas bajo su cuidado, según las normas vigentes.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Registra en forma digital o manual la información relativa al control de salud de las personas bajo su cuidado, según las normas vigentes.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,questions,23,"Registra la información relativa a los procedimientos administrativos de ingreso, permanencia y egreso de sus pacientes.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Registra la información relativa a los procedimientos administrativos de ingreso, permanencia y egreso de sus pacientes.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,questions,24,"Usa las TIC en los procesos administrativos para la admisión y el egreso de pacientes, de acuerdo a las normas establecidas.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Usa las TIC en los procesos administrativos para la admisión y el egreso de pacientes, de acuerdo a las normas establecidas.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,questions,25,"Registra en forma digital o manual la información relativa al control de salud de las personas bajo su cuidado, según las normas vigentes.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Registra en forma digital o manual la información relativa al control de salud de las personas bajo su cuidado, según las normas vigentes.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,cases,1,Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,cases,2,"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,cases,3,"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,cases,4,Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,cases,5,"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,cases,6,"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,cases,7,Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,cases,8,"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,cases,9,"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,cases,10,Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,cases,11,"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,cases,12,"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,cases,13,Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,cases,14,"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,cases,15,"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",Respalda el aprendizaje curricular; los datos y decisiones del caso son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,questions,1,Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,questions,2,"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,questions,3,"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,questions,4,Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,questions,5,"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,questions,6,"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,questions,7,Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,questions,8,"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,questions,9,"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,questions,10,Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,questions,11,"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,questions,12,"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,questions,13,Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,questions,14,"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,questions,15,"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,questions,16,Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,questions,17,"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,questions,18,"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,questions,19,Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,questions,20,"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,questions,21,"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,questions,22,Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,questions,23,"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,questions,24,"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",https://www.curriculumnacional.cl/614/articles-34350_programa.pdf,"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",Respalda el aprendizaje curricular; los datos y decisiones del ítem son una simulación didáctica.,,1
